location,built_area_sqft,bhk,bathrooms,lift,air_conditioner,parking,gym,security,water_supply,rent
Cuttack,1299.8450070314366,4,3,0,0,0,0,1,1,79481.63222815304
Bharuch,2254.0203749550033,1,2,0,1,1,1,1,0,143774.72011683258
Dantewada,2327.993733566821,2,3,1,0,1,0,0,1,87493.56874585722
Thoothukudi,1684.7895106159967,4,3,1,0,1,1,1,1,112389.72400377668
HB Colony,1673.6409714511697,4,1,1,0,1,0,1,1,113480.91645013493
Raisen,3382.800152461893,3,3,0,1,0,1,1,0,121849.79777147491
Mahabubnagar,3241.454253950868,3,1,1,1,1,0,0,1,215703.30459466373
Bhopal,1508.0649940506844,2,2,0,1,1,0,1,0,60001.23569088568
Narasaraopet,3689.6383979437337,1,3,0,1,1,1,1,0,79024.90930274276
Wayanad,3830.1340612090216,2,2,0,1,1,0,0,0,140557.24306852353
Khandwa,1576.273151308147,4,2,0,0,1,1,0,1,136585.33165731147
Saharanpur,1675.9298156549976,1,3,0,1,0,1,0,1,83433.59041017215
Patna,2220.282952319052,1,1,1,1,0,0,0,1,191456.49143539468
Theni,3788.0349251212247,1,2,1,0,0,0,0,1,166105.6809862789
Udhagamandalam,3554.7499593123216,1,2,0,1,0,1,0,0,248165.2103459858
Saharanpur,769.2446653009233,2,3,1,0,0,1,1,0,46772.2148854634
Suryabagh,1813.8306757770983,3,3,1,1,1,1,1,1,144132.24983556772
Venkojipalem,2392.1362830991784,3,3,0,0,0,0,1,1,150287.21632228876
Aligarh,2211.2769011855444,4,3,0,0,0,1,1,0,146010.43139415007
Narasaraopet,1097.9070445728137,3,3,1,1,1,0,0,1,45953.37732957641
Indore,3491.740376205357,3,3,1,1,0,0,1,1,260404.17188781864
Bilaspur,2836.9868187886145,3,1,1,0,0,1,0,1,172766.040624479
Bhatinda,3416.470149466493,3,2,1,0,0,1,0,1,280962.22639450594
Ichchapuram,3491.5514056581,4,1,0,0,0,0,1,1,118844.74540337421
Chandrapur,3094.081073196663,2,1,1,0,1,0,1,1,146449.88141674263
Beach Road,1981.1581644989824,1,3,0,0,1,0,0,0,101557.09520616951
Wayanad,2597.9683180555285,3,2,0,0,0,0,0,0,120617.48305663335
Gondia,977.3154620310753,2,1,1,0,1,1,0,0,39468.05560840833
Vasai,2825.123502909668,3,3,1,1,0,0,0,0,248599.84318034173
Kannur,1045.3117206614106,3,3,1,0,1,1,1,1,72915.0532924228
Srinagar,2898.2185258365644,1,2,0,1,1,1,0,1,259742.6524527158
Kolkata,1226.5533787142872,1,1,0,1,1,1,1,0,105169.09262801838
Hazaribagh,823.1846805407919,1,1,0,0,1,0,0,0,27952.157465178396
Thrissur,995.0241645146467,3,1,0,0,1,0,0,0,57005.878162942085
Vadodara,407.17168678865295,3,3,1,1,1,1,0,0,37856.83511229783
Vasai-Virar,2987.462624272709,3,2,0,0,1,1,1,0,253799.47197462933
Zirakpur,3036.643776610165,1,2,0,0,1,1,0,1,175202.54464544464
Jagdalpur,2253.7600596877337,4,1,1,1,1,1,1,1,114311.50752204134
Srikakulam,980.9060837993813,2,3,0,1,1,0,1,0,47127.24981998755
Tonk,700.7956150384831,4,1,0,1,1,1,1,0,61296.85537465132
Ahmedabad,468.8642791742332,3,2,1,0,0,0,0,1,41644.063136638564
Jind,996.6934370747946,3,3,0,0,1,0,1,1,62111.20218702797
Ichchapuram,3607.0799259393284,4,1,0,1,0,0,1,1,195754.46453444575
Paschim Medinipur,1269.5326301260543,3,1,0,0,1,0,0,0,110899.19980818799
Surat,1675.3767779819764,2,3,0,1,0,1,0,1,90923.60300658277
Kharagpur,779.2437441327995,3,2,1,0,0,0,1,0,65878.73413646349
Bhimavaram,1200.500697093413,2,3,0,1,0,1,1,0,113647.7301033403
Darbhanga,2269.2084548087387,4,1,1,0,1,0,0,1,60076.52163912746
Ramanathapuram,2587.909659144349,4,1,0,1,1,1,1,1,182335.46428699346
Narasaraopet,1283.26833099836,3,1,1,0,1,1,1,1,57718.64581259858
Visakhapatnam,607.835773210422,2,1,1,0,1,1,1,0,66476.4479621357
Betul,1807.7183288586352,3,2,1,1,0,1,0,1,97451.69737401998
Nalgonda,1243.132135334803,1,2,0,0,1,1,1,1,67926.2959828373
Ulhasnagar,1190.394123627287,1,1,0,0,1,0,0,0,93173.60798004524
Firozabad,3855.506089768439,1,2,0,1,1,1,0,1,79891.89388143424
Ongole,2618.6817493326066,1,2,1,0,1,0,0,1,115018.79630667617
Bhopal,2404.762395419545,3,2,0,0,1,1,1,0,115216.81129922024
Seethammadhara,1896.7903726839588,1,1,0,0,1,0,0,0,116913.56325479572
Salem,1944.1996003485194,2,3,0,1,1,0,1,0,66242.27516309006
Hamirpur,2347.258013817091,4,3,0,1,1,0,0,0,154304.2929645669
Kannur,2907.147305329986,4,3,1,1,0,1,1,0,135630.290259793
Tadepalligudem,2927.725946254586,1,1,1,1,0,0,1,1,105745.90882300732
Jagadamba Junction,1018.0980677396184,1,2,0,1,1,1,1,1,74684.21909544701
Diu,2200.405907475857,1,2,0,0,1,1,0,0,68974.62499427659
Udaipur,1883.049142122767,3,1,0,0,1,0,1,1,99766.06711909635
Jalgaon,3533.897078569783,4,1,1,1,1,0,1,1,105334.00728295985
Gopalapatnam,2673.108116386155,1,3,0,0,0,1,0,0,101387.38770850662
Bangalore,2317.014639097534,2,3,1,0,0,1,0,0,75708.42679560922
Udaipur,815.4207118441025,1,1,1,0,1,1,1,0,49411.66979415216
Tiruvannamalai,2580.296401564281,4,3,0,0,0,1,0,1,138205.45952513794
Ghaziabad,821.9340604488403,1,2,0,1,0,1,0,0,59928.308823438165
Aizawl,1613.9436720367075,4,1,0,1,1,1,0,1,92332.35531017941
Pudukkottai,914.2310733315948,1,1,1,0,1,0,1,1,48578.47869824821
Mysuru,2891.465129287728,2,2,1,0,1,1,0,1,261786.60774923416
Coimbatore,1142.5076098101495,1,2,0,1,0,1,1,1,55569.627656879195
Chandigarh,1810.6937434768936,2,2,1,0,0,0,0,0,92555.39587120335
Varanasi,3624.429199427603,2,3,0,0,1,0,0,1,95717.56107626145
Chandigarh,1135.538980236293,1,1,0,0,1,0,1,0,116190.70836328325
Guntur,2228.098230251605,2,3,1,1,0,1,0,1,158428.06194772065
Vellore (Rural),1909.377980197679,3,2,1,1,0,0,0,0,116216.7867096496
Nalgonda,465.24654776462705,1,3,1,0,1,0,0,0,36111.3229646963
Yavatmal,3253.929208862126,1,2,1,0,0,1,0,0,167176.461327994
Moradabad,648.565262732559,2,3,0,0,1,1,1,1,50560.52701502114
Sahibganj,2107.318075517033,2,3,0,0,1,1,1,1,173448.88355710133
Baramulla,2418.44186178022,1,2,0,0,0,1,1,1,137473.24762282782
Churu,2662.3352438125135,3,3,1,0,0,0,1,0,102957.03473883483
Latur,2879.073865508352,2,1,0,1,0,1,1,1,114242.76783922121
Kavali,1311.7805806817742,2,3,1,1,1,0,1,1,65072.33215052209
Tekkali,435.92359597041775,4,3,1,0,1,1,1,1,48204.4432778204
Tirunelveli,3004.397184477683,3,1,1,1,1,0,0,0,121703.67390972884
Vadakara,2328.363757651283,3,2,0,0,1,1,1,1,82670.38298527402
Balasore,3410.0237315460954,1,1,1,0,1,1,1,1,196017.02590088133
Jamnagar,3356.998106442499,3,3,1,1,1,1,1,0,88442.88965100315
Nagpur,3435.9742040363794,1,2,1,1,0,0,0,0,68763.97021884055
Rohtak,2146.3407759263446,4,3,1,0,1,0,1,0,83534.20060324036
Srikakulam,1601.0622250127165,3,3,1,0,1,0,1,0,66364.41936336679
Vellore (Rural),3249.609529328932,2,1,1,1,1,1,1,0,160593.06206008786
Jalandhar,2024.6588069053178,4,1,1,1,1,0,0,0,175823.29835611812
Vellore,1060.3919070523643,1,2,1,0,0,1,1,1,93297.4627370578
Tinsukia,3477.9064704213074,4,2,1,0,1,1,0,1,155832.81415960318
Vijayanagaram,3577.21555638045,1,2,1,0,0,1,0,0,175209.09960285894
Haldwani,2078.7151221046124,4,3,1,1,0,0,0,1,145982.98088335138
Gulbarga,672.5190183152349,1,1,1,0,1,1,0,0,32267.82127262963
Cheepurupalli,1796.1739237009524,3,1,0,1,1,0,1,1,58805.53021064403
Amritsar,3292.735574065372,2,1,0,0,0,1,0,0,224875.19968900163
Champawat,3646.3865027664233,1,2,1,1,0,1,0,0,122326.56298214423
Faridabad,1132.501872991345,4,1,1,1,1,1,1,1,57486.638299649334
Bhadrak,641.1050032909775,1,1,1,1,0,0,0,1,39599.66070321599
Ludhiana,3558.461631278219,1,1,0,1,1,0,0,1,121897.62848920967
Daman,1801.8577803239511,1,2,0,0,1,1,0,1,56771.45705731211
Ambattur,2350.339471363228,4,1,0,1,0,0,0,1,85590.52551380283
Erode,3885.0369233827323,2,2,1,1,1,0,0,1,154341.51885881508
Pendurthi,639.6330204912023,3,1,1,1,1,1,0,1,55849.15980834778
Khandwa,2733.944826827544,2,1,1,0,1,1,1,1,110809.92602740125
Mahabubnagar,666.7795212695214,1,1,1,0,0,0,1,0,40604.969596823226
Prayagraj,1751.6881424794014,4,2,0,0,0,1,1,1,79461.57488892201
Seethammadhara,3293.7323626964085,2,2,1,0,0,1,1,1,219065.68967807535
Vellore (Rural),1960.5000379202838,1,1,0,0,1,0,0,0,80879.3011729995
Mancherial,3989.8564740506213,3,3,0,0,0,0,0,0,129322.12307987818
Anakapalle,2412.6134258077677,3,2,1,1,0,1,0,0,111742.75708433038
Parbhani,1556.1837494894326,3,2,0,1,0,0,1,0,102730.81677219289
Sagar Nagar,1192.4007732571113,1,1,0,1,1,0,1,1,44536.67881907523
Rohtak,1661.8739234301825,4,3,0,0,1,1,0,1,82237.71791513136
Saharsa,1741.119785534383,2,1,0,1,0,1,0,0,47668.6448690505
Dhanbad,647.3692398062595,3,2,1,1,0,1,1,0,47948.210422006814
Jodhpur,1730.4671179363834,1,2,1,0,0,1,1,1,71562.13826531803
Gandhinagar,2071.2586710612095,1,1,0,1,1,0,1,1,68894.93476632352
Jind,3001.855908059697,2,1,1,0,0,0,1,1,206758.49099244212
Salur,2764.2261449977887,3,3,0,1,1,1,0,1,127564.5274597658
Bareilly,2951.556358824955,1,3,1,0,1,1,1,0,71617.55474070317
Bikaner,430.1092547566856,2,2,1,0,1,1,1,1,43154.875243217175
Siddipet,1183.6026384899296,4,3,1,0,0,1,0,0,89484.07805106457
Varanasi,2782.0634382394833,4,3,1,1,0,0,0,0,92973.52225593459
Coimbatore,2142.3617254470896,4,2,1,1,1,0,0,0,112375.59467554397
Ahmedabad,419.1285124060454,3,2,0,0,1,1,1,1,52763.92069897148
Cheepurupalli,3296.1807127545603,2,2,1,0,1,1,1,0,99016.96981019285
Kannur,3182.1144638452147,2,2,0,1,1,0,1,1,90042.87110473866
Jalgaon,2374.308986776826,1,1,0,1,0,0,1,0,65107.34872226164
Coimbatore,639.2679727945797,1,2,1,0,0,0,0,1,29059.234161080025
Nizamabad,3159.454178317305,1,2,0,1,1,0,0,0,218958.2000182413
Udaipur,2501.3689158329103,2,2,1,1,1,1,1,0,167934.48863616356
Rewa,3215.055917768653,1,3,0,1,1,0,1,1,175205.56556367566
Nizamabad,3106.2891726250255,2,2,0,0,0,0,1,1,179953.04513972663
Vapi,3290.807459048214,2,1,1,0,1,0,0,0,154579.03867746738
Gwalior,2264.8290390566494,4,1,1,1,0,1,1,0,152163.29620189994
Prayagraj,905.1682654966539,1,2,1,0,1,1,0,1,38672.68186346852
Kolar,2816.1669041668792,4,1,1,1,0,0,1,0,144941.4032989568
Morena,2633.705626187094,3,3,0,1,0,0,0,1,149654.2584108418
Marripalem,3072.1114739167137,3,2,1,0,1,1,0,1,160384.54720188634
Kottayam,1011.5716217826471,3,1,0,0,0,1,1,0,71349.43686674465
Palasa,1101.9107196410412,2,1,0,0,0,0,0,1,58253.13098368966
Bhubaneswar,3605.4742619895824,2,2,0,1,0,1,0,0,127205.4372684582
Rampur,3099.920074427455,2,1,0,1,0,0,1,1,170914.81852481744
Korba,3669.6225593211625,1,2,0,0,1,1,0,1,180995.38884981672
Kailasagiri,3131.3751561901145,4,1,0,0,1,0,1,0,203731.16037699
Thrissur,2549.759101565087,2,3,1,0,1,0,0,1,103347.4279874753
Vellore,2754.877853300345,4,1,0,1,1,1,0,0,139656.75726209694
Lawsons Bay Colony,3600.8605261840357,4,1,0,1,1,0,0,1,115665.77964750433
Kurmannapalem,2483.704316242986,4,2,0,1,0,1,0,1,129991.01140770741
Sambalpur,2676.6087675821946,1,1,1,0,0,1,1,1,134067.4967430549
Asilmetta,963.3161776129621,1,2,1,0,0,1,1,1,80246.33193632924
Jagadamba Junction,2106.11639241797,3,3,0,1,0,0,1,0,106072.50293778829
Tezpur,2979.0296030491563,3,2,1,0,1,0,0,1,163753.14296245054
Agartala,1375.3937139389154,4,2,0,0,1,0,0,1,67814.04616246112
Patna,1128.1150498883258,3,1,1,0,0,1,1,1,68501.84109606012
Chipurupalle,1529.776509607896,4,3,0,0,1,0,1,0,86607.40526410501
Nadiad,1269.4022607742004,1,2,1,1,0,0,1,0,48883.41696404856
Gaya,1173.685493331025,1,1,1,0,0,0,1,0,69820.5354704365
Bijnor,1929.463034325113,1,1,1,1,1,0,0,0,106404.91036136841
Tadepalligudem,3668.2186499807226,2,2,0,1,1,1,1,1,192048.34950814807
Mandya,2225.414728259386,4,1,0,0,1,0,0,1,161360.23449794407
Mathura,1076.513370935163,1,2,0,1,1,1,1,1,53796.50606536479
Kochi,677.0980097711467,4,2,1,1,1,1,0,0,50779.848886346146
Chikmagalur,2906.1621224965306,3,2,1,0,1,1,1,0,160164.48430194406
Tinsukia,1778.0755519709962,3,3,0,1,1,1,1,1,119654.34193680368
Haridwar,3358.5914077072935,1,2,1,1,0,0,0,1,129858.36390928442
Gopalapatnam,2774.2387671067727,4,1,0,1,1,0,0,1,86759.7020112782
Rewa,3266.4692219489266,1,3,0,1,0,0,1,0,91039.32062013094
Cheepurupalli,1379.0057419064156,3,1,0,1,0,1,0,1,61597.52163994163
Faridabad,2892.4921208598093,1,3,0,1,1,0,1,1,134420.72696485565
Salur,1350.6231448973876,4,3,1,1,0,1,0,0,78038.31813402979
Amudalavalasa,3780.64652602105,3,3,1,1,1,0,1,0,136775.79373912173
Agartala,2690.9474135201476,2,3,1,0,0,0,1,1,129240.88085962624
Latur,1568.2424806312315,3,1,0,0,0,0,1,0,93662.04627051624
Jalandhar,1370.2427042521815,2,2,1,0,0,1,1,1,70928.0208843732
Shivamogga,1087.3357062579166,1,1,0,1,1,0,1,1,98705.75962155279
Yelamanchili,2900.70745201742,1,2,0,1,0,1,1,1,130086.67852862774
Nagpur,1187.3762067925381,4,1,0,1,0,1,1,1,74146.19642196756
Jagdalpur,2543.0917573389606,2,3,0,0,0,1,1,0,116030.22768790042
Gondia,1352.6860969312866,1,3,0,0,1,0,0,0,71074.25656383357
Thoothukudi,2783.088201257927,2,2,0,0,0,0,0,0,110330.79702283132
Chandigarh,3333.7830227459413,1,2,1,1,1,1,0,1,251336.1193975696
Asilmetta,3200.8908753207515,3,1,1,0,0,1,1,1,251762.18599158127
Kadapa,3139.064791350814,1,2,1,0,0,1,1,1,154433.32863059515
Tonk,1075.8006604921075,4,1,1,1,0,1,1,0,91906.49724947804
Bharatpur,718.1858091442673,3,2,0,0,1,1,0,0,54670.07402034826
Gopalapatnam,2916.2157825545883,4,2,0,1,0,0,0,1,89754.75804029178
Port Blair,1726.0499696596648,3,2,1,0,0,0,0,0,133767.6681584436
Bhatinda,1956.4464150520503,2,3,1,1,0,0,0,0,81923.31786237226
Amudalavalasa,512.1367340562078,4,3,1,1,0,1,0,0,49131.952029638
Malda,1334.475217390177,1,1,1,1,1,1,1,0,40166.16453184142
Jhansi,521.2350539480705,2,2,1,1,0,0,0,1,49455.698802534105
Hamirpur,3565.0687813644913,1,1,1,1,0,0,1,0,125326.98293342041
Kohima,1276.2280595867096,3,2,1,0,0,1,1,1,74088.06222059338
Diu,2406.413810462829,3,3,1,1,0,1,1,0,97527.37388676153
Kothuru,540.3255543800694,1,3,0,1,1,1,0,1,37961.98197602296
Baripada,2800.650608700369,1,2,0,1,0,0,0,1,123306.33051626077
Port Blair,1562.898444714738,2,2,0,1,0,1,1,0,120140.25930053454
Pilibhit,3632.5090730475968,1,3,0,0,1,1,0,1,153201.10212926578
Bareilly,3597.225480162529,4,3,1,1,0,1,0,1,105321.7716365384
Ratlam,1571.046226102292,4,1,0,0,0,0,1,0,73291.42704079227
Jagadamba Junction,3643.4592244856844,1,3,1,1,0,1,1,1,195193.19774889905
Dibrugarh,3986.1676245956037,4,2,0,1,1,0,1,0,159222.79651679035
Asansol,3371.496390846213,1,1,1,0,0,1,1,1,328028.0612747265
Vadodara,3441.536851918824,2,2,1,0,1,1,1,0,233202.1663460892
Bijnor,1296.4314499927236,4,1,0,0,1,0,0,0,72462.03438972557
Parvathipuram,2476.128635887923,4,2,0,1,1,1,1,0,91811.58021049276
Raigarh,642.1212902825243,1,3,1,0,1,0,0,0,57699.724185890685
Latur,741.704572558011,4,2,1,1,1,1,0,0,56200.831804746995
Buxar,3996.013403319846,3,1,1,0,1,0,1,1,134370.3644134588
Karimnagar,1575.9012979332795,2,2,0,0,1,1,1,1,65829.14181521337
Vapi,3093.4620833758468,2,1,0,1,0,0,0,0,138288.89443628374
Gurgaon,3303.9941908965393,4,2,1,0,0,0,1,1,288998.2202574369
Sikar,3488.883775626025,4,3,0,0,1,1,0,1,142838.0363074849
Palwal,3991.4618706477636,3,3,1,1,1,0,1,1,122379.09784141289
Srinagar,1269.3873469247242,3,2,0,1,1,1,1,0,104261.12111564697
Ichchapuram,545.262976694919,4,2,0,1,1,0,0,0,51449.73899217807
Agartala,1880.2894647805094,4,2,0,0,1,1,0,1,86173.28276003335
Yavatmal,868.2904113842089,3,1,0,0,1,1,1,0,59253.88288386832
Palasa,480.73320098339843,1,2,0,0,0,1,1,0,35317.74309343076
Tumkur,1697.53657770935,3,2,1,0,0,1,1,1,152169.97475486246
Mangalore,3221.457703870851,1,1,1,0,1,0,0,0,168877.1432990376
Rajkot,2438.250488410255,2,3,0,1,1,1,1,0,193736.04396636458
Visakhapatnam,1526.0007611572746,2,2,1,0,1,1,1,0,79868.69205954895
Champawat,2755.631219773791,3,2,1,1,0,1,1,0,113759.76923195441
Patan,1235.2654491117187,1,3,0,0,1,1,1,0,59888.72719733623
Noida,451.7732058595061,3,3,1,1,0,1,0,1,53922.86500673987
Salem,3151.6721911711384,3,1,0,0,0,0,0,0,173013.94236721913
Jagdalpur,2645.4751055104325,1,2,1,0,0,1,0,0,144563.05012947766
Rajapalayam,3144.289448203456,3,2,1,1,1,0,1,1,222797.08665368837
Vijayawada,540.1768600755962,2,1,1,0,1,0,1,1,37062.884871183516
Chhindwara,3413.630660190348,4,3,1,1,0,1,1,0,242452.6926444441
Rushikonda,2630.294320130692,4,1,1,0,0,1,0,1,188838.73618590427
Salem,2428.2232625655042,3,3,1,0,0,0,0,0,75860.86327894915
Yelamanchili,2648.6105732123137,1,1,1,1,0,0,0,1,120500.88716720609
Surat,3511.959688726111,1,3,0,0,1,0,0,0,151744.14946451454
Haldwani,2512.9714236120653,2,1,0,1,0,1,1,1,92608.5989837865
Bhavnagar,2491.4213675974456,1,3,0,0,1,0,0,0,108425.32413749899
Chandrapur,3966.444965436757,1,3,0,0,0,0,0,1,268587.77671034547
Sagar,3124.2286014468446,2,3,1,0,1,1,1,0,127926.090915725
Chandrapur,1992.257699624087,3,3,1,0,0,0,0,0,108526.24568835957
Durgapur,2946.6292001185398,4,3,1,0,1,1,1,0,211396.84151646664
Tirunelveli,1801.2296980904384,2,2,0,0,1,0,1,1,108283.02015776258
Poorna Market,1223.9516649405964,3,3,0,0,1,1,1,1,86033.2070229815
Ratlam,2548.666756795934,2,2,0,1,0,0,1,0,108192.08451601124
Vijayawada,3741.4555532102254,3,3,1,0,1,1,1,0,128051.6376618888
Vijayanagaram,3744.902272055666,2,2,0,0,0,1,0,0,158363.0592119062
Ulhasnagar,1630.859001179765,3,2,1,0,1,0,0,0,83446.97448242253
Pondicherry,2299.638878398102,2,1,0,1,1,1,1,1,102181.93064377613
Srinagar,1161.8892348515003,3,3,1,1,0,0,0,1,75734.03491783894
Shimla,3984.2719941959804,2,1,0,0,1,1,1,1,267664.3069520603
Ulhasnagar,3932.0244683245687,4,1,1,0,1,1,0,0,197306.71094149523
Vellore,2738.23214694681,4,3,0,0,0,1,0,0,225899.15114447838
Jhalawar,3295.890614838904,1,1,0,1,1,1,0,1,99069.39492759609
Nellimarla,2974.36058062132,3,3,1,0,1,1,0,1,114492.75950693143
Chandrapur,2535.3695885420857,2,1,1,1,1,1,0,1,86465.78249010997
Beach Road,592.0527891600317,3,3,0,0,1,1,0,1,52642.80336809209
Itanagar,2037.1516331895798,4,3,1,1,0,0,0,0,79028.64037849246
Waltair Uplands,2829.230687802678,3,3,0,1,1,0,1,0,233026.03539388138
Aizawl,2839.1138099812647,2,2,1,0,1,1,1,0,204127.83121629042
Ujjain,1743.241426320581,3,1,0,0,1,1,1,1,124833.90478735973
Salur,3790.09115196891,2,2,1,0,1,1,0,0,92484.46490714069
Khandwa,1002.4853160524116,4,1,0,0,1,0,0,1,76478.40541079166
Churu,2201.294006376018,4,1,0,0,1,1,1,1,168073.91536712163
Bhimavaram,2887.182315582962,4,1,0,0,1,0,1,1,140160.1448893961
Bharuch,2909.6889012105134,1,2,1,0,1,1,0,1,135343.39933790258
Chandigarh,2735.100244367736,4,1,0,1,0,1,1,1,270964.8555834682
Sambalpur,1391.0375684266965,3,2,1,0,0,1,1,0,99450.82070502643
Cheepurupalli,962.3436472718391,1,3,1,0,0,1,1,0,56141.339270253295
Mahabubnagar,2689.385176576159,4,1,1,1,0,1,1,0,223312.34642707428
Arilova,2557.487618101976,3,1,0,0,1,0,0,1,166284.1670015866
Karnal,1045.6816370412675,3,3,1,0,1,1,1,0,72634.92908288806
Gandhinagar,2938.500924054028,3,3,1,0,0,0,1,1,141589.76628882793
Gaya,2038.6191702411631,2,1,1,0,0,0,1,0,138743.68592158315
Khandwa,2803.9381297713508,1,3,0,1,0,1,1,1,175637.95797239264
Panipat,3414.5214871725425,3,2,1,1,1,1,0,1,319122.43862927845
Vizianagaram,1011.0223428769234,2,2,1,0,1,1,1,0,39253.58329213329
Gajapathinagaram,468.92152478861203,4,1,1,0,0,0,1,1,39248.67262159115
Sundargarh,3204.7693110248324,3,2,1,1,0,0,1,0,113876.8949071416
Madurai,2594.910730549417,2,2,0,0,0,0,1,0,82103.0968678481
Arilova,2918.7024506396383,3,1,0,1,0,1,1,0,108083.97787358491
Suryabagh,3417.3579099591134,1,3,1,1,0,0,0,1,193883.39254732296
Tenali,3290.1193653682017,1,1,1,1,1,0,1,1,107853.92219338898
Dondaparthy,3859.312528943769,4,2,1,0,0,0,1,1,247445.8003287003
Parvathipuram,2329.3662838676255,3,1,1,0,1,1,0,1,128947.18491018347
Malappuram,2158.584277575659,2,1,0,0,0,0,1,0,73318.15015657779
Guwahati,1846.7939196066282,4,2,0,1,0,0,0,1,105753.90309052337
Dibrugarh,953.2877542391363,3,2,0,0,1,1,1,0,70258.81250051776
Sehore,2461.386038375281,4,1,0,0,0,1,0,0,164019.59470836277
Chikmagalur,1397.2450875735235,2,2,1,1,1,1,0,1,87279.87356927764
Nellimarla,3716.707043966712,4,2,1,0,1,0,1,1,187816.21252492824
Sikar,2499.486895397551,4,2,0,0,0,0,0,0,188488.609596488
Unnao,2534.2246498291966,4,2,0,0,0,0,1,1,135842.15130607423
Firozabad,1677.728779157236,3,2,1,1,1,1,0,0,99995.44081866911
Dindigul,587.161667119747,2,2,1,0,1,0,0,1,48000.72140753215
Wardha,514.277555342759,1,3,1,1,0,1,1,1,47140.81756200489
Ahmedabad,1924.006518951511,3,1,1,1,1,1,0,0,91827.661444152
Surat,704.4353611500562,1,2,1,1,0,0,1,0,74419.4840185715
Sagar,2584.649039944501,1,1,0,0,1,0,0,0,149686.66307998844
Visakhapatnam,3571.502820302767,3,3,0,0,0,0,0,1,304425.25077577936
Dabagardens,3578.4933394674,3,2,1,0,1,1,1,1,133253.39664976473
Haridwar,2772.5634764760366,2,1,1,1,1,1,1,1,155668.5569061323
Siliguri,1160.4345933025515,2,2,0,1,0,0,0,0,40376.04472382612
Jhansi,3506.7885928919395,4,2,1,0,1,1,1,0,143488.84088599304
Haldwani,3589.9363671275496,1,2,0,1,1,0,1,1,124574.86359935992
Rourkela,1107.9529058306514,2,2,0,0,1,0,0,0,90472.52738165384
Sitamarhi,3054.733908774438,4,2,0,0,1,0,0,1,75305.0550102462
Jammu,1431.4703761376427,2,2,0,0,1,1,1,0,73715.10383822166
Udaipur,3289.505124470547,3,2,1,0,1,1,0,1,106574.57639946112
Dabagardens,3990.05643965297,2,3,1,0,1,0,1,1,225975.68822434355
Anantnag,508.09361918581413,1,3,0,0,0,0,1,1,22555.323725206075
Baramulla,3630.517116847355,2,2,1,0,1,1,1,0,140399.8806066545
Kota,2641.469920955169,1,2,1,1,1,0,1,0,167172.16225271398
Tenali,3904.177428993356,3,3,1,0,0,1,1,1,250183.19927524953
Korba,2074.034263095139,1,3,1,1,1,0,1,1,71740.19093904192
Suryabagh,3450.5965500569455,2,3,0,1,1,1,0,1,122110.36944566148
Wayanad,624.618646953798,4,2,1,0,0,0,1,1,51823.25340016142
Champawat,1607.0045802818647,3,1,0,1,1,1,0,1,138540.98361207973
Gurgaon,641.2595359043559,2,1,0,1,1,0,1,1,55866.296988941845
Bhopal,3911.2352805246537,3,1,1,1,0,1,0,0,184967.47902298073
Arilova,3341.1060661786123,3,1,0,0,0,1,0,0,118312.92759586018
Bhubaneswar,3469.170716485494,2,2,1,0,1,1,0,0,108760.00008742491
Nadiad,3776.6748331620192,2,1,1,0,1,1,1,0,100888.70667296434
Parbhani,706.3725500312273,4,3,0,0,0,0,0,1,36531.75556634028
Sambhal,1788.1513330480002,3,3,1,0,1,1,0,1,106337.66851634232
Saharanpur,655.7256005584077,3,1,0,1,0,1,1,1,46120.99614060667
Bhadrak,1158.855165580103,2,3,0,1,0,0,0,0,47322.914592113135
Tiruvannamalai,1225.7167973356204,1,2,1,0,0,1,0,0,82074.4144702899
Lucknow,2088.785959771283,2,1,1,1,1,0,1,1,157851.26649603673
Bhimavaram,1366.8238028331134,3,1,1,1,0,1,0,0,97208.6737619287
Cheepurupalli,763.5211845439399,2,2,0,1,0,1,0,0,47410.476304251584
Raipur,1002.9679207387877,4,3,1,1,0,1,1,1,90955.58748987176
Ludhiana,930.1920287875273,1,2,0,0,1,1,0,1,50661.25330598212
Bhadrak,3903.076472484274,2,2,0,0,1,1,0,1,183105.27233897604
Durgapur,3133.453024906505,4,3,1,0,1,1,0,0,195928.5747116542
Bikaner,3883.941274970423,3,2,1,1,0,0,0,1,156634.52506095375
Nanded,1983.0657514284708,2,3,1,1,1,0,1,1,120898.83971195837
Palakkad,1402.1265339855636,3,3,0,0,1,1,1,1,87762.37864687102
Srikakulam,3273.855509953072,4,2,1,0,0,1,1,0,110003.06653879012
Wardha,1574.5141049481285,3,3,0,1,0,0,1,0,84518.36177778654
Kottayam,1477.7801453392537,4,2,1,0,1,0,0,1,66954.7442989282
Tonk,1237.0215719481923,4,3,1,0,1,1,1,1,94163.77513015797
Rajkot,866.8443216072473,4,1,0,1,0,1,1,0,74942.63102426744
Bijnor,1323.2670196603576,2,3,0,1,1,1,0,0,74293.19636191789
Lucknow,1679.1510945059956,3,3,1,0,0,1,0,1,70953.48092597496
Haridwar,2826.3791493246295,3,2,1,1,0,1,0,0,122363.3864372398
Karauli,625.2334319900257,1,3,1,0,1,1,1,1,44768.89787839169
Jagdalpur,1157.8249827952345,1,1,1,1,1,0,0,1,82017.43044646013
